# path	class	soname	elf_type
usr/lib/python3.9/site-packages/samba/dcerpc/dnsp.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/dnsp.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/dnsserver.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/dnsserver.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/drsblobs.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/drsblobs.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/drsuapi.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/drsuapi.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/echo.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/echo.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/epmapper.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/epmapper.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/idmap.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/idmap.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/initshutdown.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/initshutdown.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/irpc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/irpc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/krb5pac.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/krb5pac.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/lsa.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/lsa.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/mdssvc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/mdssvc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/messaging.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/messaging.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/mgmt.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/mgmt.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/misc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/misc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/nbt.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/nbt.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/netlogon.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/netlogon.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/ntlmssp.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/ntlmssp.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/preg.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/preg.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/samr.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/samr.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/security.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/security.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/server_id.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/server_id.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/smb_acl.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/smb_acl.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/spoolss.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/spoolss.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/srvsvc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/srvsvc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/svcctl.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/svcctl.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/unixinfo.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/unixinfo.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/winbind.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/winbind.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/windows_event_ids.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/windows_event_ids.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/winreg.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/winreg.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/winspool.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/winspool.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/witness.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/witness.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/wkssvc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/wkssvc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/xattr.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/xattr.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/gensec.cpython-39-x86_64-linux-gnu.so	library	samba/gensec.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/gpo.cpython-39-x86_64-linux-gnu.so	library	samba/gpo.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/messaging.cpython-39-x86_64-linux-gnu.so	library	samba/messaging.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/net.cpython-39-x86_64-linux-gnu.so	library	samba/net.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/netbios.cpython-39-x86_64-linux-gnu.so	library	samba/netbios.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/ntstatus.cpython-39-x86_64-linux-gnu.so	library	samba/ntstatus.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/param.cpython-39-x86_64-linux-gnu.so	library	samba/param.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/policy.cpython-39-x86_64-linux-gnu.so	library	samba/policy.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/posix_eadb.cpython-39-x86_64-linux-gnu.so	library	samba/posix_eadb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/registry.cpython-39-x86_64-linux-gnu.so	library	samba/registry.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/samba3/libsmb_samba_cwrapper.cpython-39-x86_64-linux-gnu.so	library	samba/samba3/libsmb_samba_cwrapper.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/samba3/mdscli.cpython-39-x86_64-linux-gnu.so	library	samba/samba3/mdscli.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/samba3/param.cpython-39-x86_64-linux-gnu.so	library	samba/samba3/param.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/samba3/passdb.cpython-39-x86_64-linux-gnu.so	library	samba/samba3/passdb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/samba3/smbd.cpython-39-x86_64-linux-gnu.so	library	samba/samba3/smbd.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/security.cpython-39-x86_64-linux-gnu.so	library	samba/security.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/werror.cpython-39-x86_64-linux-gnu.so	library	samba/werror.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/xattr_native.cpython-39-x86_64-linux-gnu.so	library	samba/xattr_native.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/xattr_tdb.cpython-39-x86_64-linux-gnu.so	library	samba/xattr_tdb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/smbus.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/site-packages/talloc.cpython-39-x86_64-linux-gnu.so	library	talloc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/tdb.cpython-39-x86_64-linux-gnu.so	library	tdb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/samba/idmap/autorid.so	library	autorid.so	DYN (Shared object file)
usr/lib/samba/idmap/hash.so	library	hash.so	DYN (Shared object file)
usr/lib/samba/idmap/rid.so	library	rid.so	DYN (Shared object file)
usr/lib/samba/idmap/script.so	library	script.so	DYN (Shared object file)
usr/lib/samba/idmap/tdb2.so	library	tdb2.so	DYN (Shared object file)
usr/lib/samba/krb5/async_dns_krb5_locator.so	library	async_dns_krb5_locator.so	DYN (Shared object file)
usr/lib/samba/krb5/winbind_krb5_locator.so	library	winbind_krb5_locator.so	DYN (Shared object file)
usr/lib/samba/ldb/asq.so	library	asq.so	DYN (Shared object file)
usr/lib/samba/ldb/ildap.so	library	ildap.so	DYN (Shared object file)
usr/lib/samba/ldb/ldb.so	library	ldb.so	DYN (Shared object file)
usr/lib/samba/ldb/ldbsamba_extensions.so	library	ldbsamba_extensions.so	DYN (Shared object file)
usr/lib/samba/ldb/paged_searches.so	library	paged_searches.so	DYN (Shared object file)
usr/lib/samba/ldb/rdn_name.so	library	rdn_name.so	DYN (Shared object file)
usr/lib/samba/ldb/sample.so	library	sample.so	DYN (Shared object file)
usr/lib/samba/ldb/server_sort.so	library	server_sort.so	DYN (Shared object file)
usr/lib/samba/ldb/skel.so	library	skel.so	DYN (Shared object file)
usr/lib/samba/ldb/tdb.so	library	tdb.so	DYN (Shared object file)
usr/lib/samba/libCHARSET3-samba4.so	library	libCHARSET3-samba4.so	DYN (Shared object file)
usr/lib/samba/libLIBWBCLIENT-OLD-samba4.so	library	libLIBWBCLIENT-OLD-samba4.so	DYN (Shared object file)
usr/lib/samba/libMESSAGING-SEND-samba4.so	library	libMESSAGING-SEND-samba4.so	DYN (Shared object file)
usr/lib/samba/libMESSAGING-samba4.so	library	libMESSAGING-samba4.so	DYN (Shared object file)
usr/lib/samba/libaddns-samba4.so	library	libaddns-samba4.so	DYN (Shared object file)
usr/lib/samba/libads-samba4.so	library	libads-samba4.so	DYN (Shared object file)
usr/lib/samba/libasn1-samba4.so.8.0.0	library	libasn1-samba4.so.8	DYN (Shared object file)
usr/lib/samba/libasn1util-samba4.so	library	libasn1util-samba4.so	DYN (Shared object file)
usr/lib/samba/libauth-samba4.so	library	libauth-samba4.so	DYN (Shared object file)
usr/lib/samba/libauth-unix-token-samba4.so	library	libauth-unix-token-samba4.so	DYN (Shared object file)
usr/lib/samba/libauth4-samba4.so	library	libauth4-samba4.so	DYN (Shared object file)
usr/lib/samba/libauthkrb5-samba4.so	library	libauthkrb5-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-cldap-samba4.so	library	libcli-cldap-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-ldap-common-samba4.so	library	libcli-ldap-common-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-ldap-samba4.so	library	libcli-ldap-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-nbt-samba4.so	library	libcli-nbt-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-smb-common-samba4.so	library	libcli-smb-common-samba4.so	DYN (Shared object file)
usr/lib/samba/libcli-spoolss-samba4.so	library	libcli-spoolss-samba4.so	DYN (Shared object file)
usr/lib/samba/libcliauth-samba4.so	library	libcliauth-samba4.so	DYN (Shared object file)
usr/lib/samba/libclidns-samba4.so	library	libclidns-samba4.so	DYN (Shared object file)
usr/lib/samba/libcluster-samba4.so	library	libcluster-samba4.so	DYN (Shared object file)
usr/lib/samba/libcmdline-contexts-samba4.so	library	libcmdline-contexts-samba4.so	DYN (Shared object file)
usr/lib/samba/libcmdline-credentials-samba4.so	library	libcmdline-credentials-samba4.so	DYN (Shared object file)
usr/lib/samba/libcom_err-samba4.so.0.25	library	libcom_err-samba4.so.0	DYN (Shared object file)
usr/lib/samba/libcommon-auth-samba4.so	library	libcommon-auth-samba4.so	DYN (Shared object file)
usr/lib/samba/libctdb-event-client-samba4.so	library	libctdb-event-client-samba4.so	DYN (Shared object file)
usr/lib/samba/libdbwrap-samba4.so	library	libdbwrap-samba4.so	DYN (Shared object file)
usr/lib/samba/libdcerpc-samba-samba4.so	library	libdcerpc-samba-samba4.so	DYN (Shared object file)
usr/lib/samba/libdcerpc-samba4.so	library	libdcerpc-samba4.so	DYN (Shared object file)
usr/lib/samba/libdsdb-module-samba4.so	library	libdsdb-module-samba4.so	DYN (Shared object file)
usr/lib/samba/libevents-samba4.so	library	libevents-samba4.so	DYN (Shared object file)
usr/lib/samba/libflag-mapping-samba4.so	library	libflag-mapping-samba4.so	DYN (Shared object file)
usr/lib/samba/libgenrand-samba4.so	library	libgenrand-samba4.so	DYN (Shared object file)
usr/lib/samba/libgensec-samba4.so	library	libgensec-samba4.so	DYN (Shared object file)
usr/lib/samba/libgpext-samba4.so	library	libgpext-samba4.so	DYN (Shared object file)
usr/lib/samba/libgpo-samba4.so	library	libgpo-samba4.so	DYN (Shared object file)
usr/lib/samba/libgse-samba4.so	library	libgse-samba4.so	DYN (Shared object file)
usr/lib/samba/libgssapi-samba4.so.2.0.0	library	libgssapi-samba4.so.2	DYN (Shared object file)
usr/lib/samba/libhcrypto-samba4.so.5.0.1	library	libhcrypto-samba4.so.5	DYN (Shared object file)
usr/lib/samba/libhdb-samba4.so.11.0.2	library	libhdb-samba4.so.11	DYN (Shared object file)
usr/lib/samba/libheimbase-samba4.so.1.0.0	library	libheimbase-samba4.so.1	DYN (Shared object file)
usr/lib/samba/libheimntlm-samba4.so.1.0.1	library	libheimntlm-samba4.so.1	DYN (Shared object file)
usr/lib/samba/libhttp-samba4.so	library	libhttp-samba4.so	DYN (Shared object file)
usr/lib/samba/libhx509-samba4.so.5.0.0	library	libhx509-samba4.so.5	DYN (Shared object file)
usr/lib/samba/libidmap-samba4.so	library	libidmap-samba4.so	DYN (Shared object file)
usr/lib/samba/libinterfaces-samba4.so	library	libinterfaces-samba4.so	DYN (Shared object file)
usr/lib/samba/libiov-buf-samba4.so	library	libiov-buf-samba4.so	DYN (Shared object file)
usr/lib/samba/libkdc-samba4.so.2.0.0	library	libkdc-samba4.so.2	DYN (Shared object file)
usr/lib/samba/libkrb5-samba4.so.26.0.0	library	libkrb5-samba4.so.26	DYN (Shared object file)
usr/lib/samba/libkrb5samba-samba4.so	library	libkrb5samba-samba4.so	DYN (Shared object file)
usr/lib/samba/libldb-cmdline-samba4.so	library	libldb-cmdline-samba4.so	DYN (Shared object file)
usr/lib/samba/libldb-key-value-samba4.so	library	libldb-key-value-samba4.so	DYN (Shared object file)
usr/lib/samba/libldb-tdb-err-map-samba4.so	library	libldb-tdb-err-map-samba4.so	DYN (Shared object file)
usr/lib/samba/libldb-tdb-int-samba4.so	library	libldb-tdb-int-samba4.so	DYN (Shared object file)
usr/lib/samba/libldb.so.2.3.0	library	libldb.so.2	DYN (Shared object file)
usr/lib/samba/libldbsamba-samba4.so	library	libldbsamba-samba4.so	DYN (Shared object file)
usr/lib/samba/liblibcli-lsa3-samba4.so	library	liblibcli-lsa3-samba4.so	DYN (Shared object file)
usr/lib/samba/liblibcli-netlogon3-samba4.so	library	liblibcli-netlogon3-samba4.so	DYN (Shared object file)
usr/lib/samba/liblibsmb-samba4.so	library	liblibsmb-samba4.so	DYN (Shared object file)
usr/lib/samba/libmessages-dgm-samba4.so	library	libmessages-dgm-samba4.so	DYN (Shared object file)
usr/lib/samba/libmessages-util-samba4.so	library	libmessages-util-samba4.so	DYN (Shared object file)
usr/lib/samba/libmsghdr-samba4.so	library	libmsghdr-samba4.so	DYN (Shared object file)
usr/lib/samba/libmsrpc3-samba4.so	library	libmsrpc3-samba4.so	DYN (Shared object file)
usr/lib/samba/libndr-samba-samba4.so	library	libndr-samba-samba4.so	DYN (Shared object file)
usr/lib/samba/libndr-samba4.so	library	libndr-samba4.so	DYN (Shared object file)
usr/lib/samba/libnet-keytab-samba4.so	library	libnet-keytab-samba4.so	DYN (Shared object file)
usr/lib/samba/libnetif-samba4.so	library	libnetif-samba4.so	DYN (Shared object file)
usr/lib/samba/libnpa-tstream-samba4.so	library	libnpa-tstream-samba4.so	DYN (Shared object file)
usr/lib/samba/libnss-info-samba4.so	library	libnss-info-samba4.so	DYN (Shared object file)
usr/lib/samba/libpopt-samba3-cmdline-samba4.so	library	libpopt-samba3-cmdline-samba4.so	DYN (Shared object file)
usr/lib/samba/libpopt-samba3-samba4.so	library	libpopt-samba3-samba4.so	DYN (Shared object file)
usr/lib/samba/libposix-eadb-samba4.so	library	libposix-eadb-samba4.so	DYN (Shared object file)
usr/lib/samba/libprinter-driver-samba4.so	library	libprinter-driver-samba4.so	DYN (Shared object file)
usr/lib/samba/libprinting-migrate-samba4.so	library	libprinting-migrate-samba4.so	DYN (Shared object file)
usr/lib/samba/libpyldb-util.cpython-39-x86-64-linux-gnu.so.2.3.0	library	libpyldb-util.cpython-39-x86-64-linux-gnu.so.2	DYN (Shared object file)
usr/lib/samba/libpytalloc-util.cpython-39-x86-64-linux-gnu.so.2.3.2	library	libpytalloc-util.cpython-39-x86-64-linux-gnu.so.2	DYN (Shared object file)
usr/lib/samba/libregistry-samba4.so	library	libregistry-samba4.so	DYN (Shared object file)
usr/lib/samba/libreplace-samba4.so	library	libreplace-samba4.so	DYN (Shared object file)
usr/lib/samba/libroken-samba4.so.19.0.1	library	libroken-samba4.so.19	DYN (Shared object file)
usr/lib/samba/libsamba-cluster-support-samba4.so	library	libsamba-cluster-support-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-debug-samba4.so	library	libsamba-debug-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-modules-samba4.so	library	libsamba-modules-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-net.cpython-39-x86-64-linux-gnu-samba4.so	library	libsamba-net.cpython-39-x86-64-linux-gnu-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-python.cpython-39-x86-64-linux-gnu-samba4.so	library	libsamba-python.cpython-39-x86-64-linux-gnu-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-security-samba4.so	library	libsamba-security-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba-sockets-samba4.so	library	libsamba-sockets-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamba3-util-samba4.so	library	libsamba3-util-samba4.so	DYN (Shared object file)
usr/lib/samba/libsamdb-common-samba4.so	library	libsamdb-common-samba4.so	DYN (Shared object file)
usr/lib/samba/libsecrets3-samba4.so	library	libsecrets3-samba4.so	DYN (Shared object file)
usr/lib/samba/libserver-id-db-samba4.so	library	libserver-id-db-samba4.so	DYN (Shared object file)
usr/lib/samba/libserver-role-samba4.so	library	libserver-role-samba4.so	DYN (Shared object file)
usr/lib/samba/libshares-samba4.so	library	libshares-samba4.so	DYN (Shared object file)
usr/lib/samba/libsmb-transport-samba4.so	library	libsmb-transport-samba4.so	DYN (Shared object file)
usr/lib/samba/libsmbclient-raw-samba4.so	library	libsmbclient-raw-samba4.so	DYN (Shared object file)
usr/lib/samba/libsmbd-base-samba4.so	library	libsmbd-base-samba4.so	DYN (Shared object file)
usr/lib/samba/libsmbd-shim-samba4.so	library	libsmbd-shim-samba4.so	DYN (Shared object file)
usr/lib/samba/libsmbpasswdparser-samba4.so	library	libsmbpasswdparser-samba4.so	DYN (Shared object file)
usr/lib/samba/libsocket-blocking-samba4.so	library	libsocket-blocking-samba4.so	DYN (Shared object file)
usr/lib/samba/libsys-rw-samba4.so	library	libsys-rw-samba4.so	DYN (Shared object file)
usr/lib/samba/libtalloc-report-printf-samba4.so	library	libtalloc-report-printf-samba4.so	DYN (Shared object file)
usr/lib/samba/libtalloc-report-samba4.so	library	libtalloc-report-samba4.so	DYN (Shared object file)
usr/lib/samba/libtalloc.so.2.3.2	library	libtalloc.so.2	DYN (Shared object file)
usr/lib/samba/libtdb-wrap-samba4.so	library	libtdb-wrap-samba4.so	DYN (Shared object file)
usr/lib/samba/libtdb.so.1.4.3	library	libtdb.so.1	DYN (Shared object file)
usr/lib/samba/libtevent.so.0.10.2	library	libtevent.so.0	DYN (Shared object file)
usr/lib/samba/libtime-basic-samba4.so	library	libtime-basic-samba4.so	DYN (Shared object file)
usr/lib/samba/libtorture-samba4.so	library	libtorture-samba4.so	DYN (Shared object file)
usr/lib/samba/libtrusts-util-samba4.so	library	libtrusts-util-samba4.so	DYN (Shared object file)
usr/lib/samba/libutil-cmdline-samba4.so	library	libutil-cmdline-samba4.so	DYN (Shared object file)
usr/lib/samba/libutil-reg-samba4.so	library	libutil-reg-samba4.so	DYN (Shared object file)
usr/lib/samba/libutil-setid-samba4.so	library	libutil-setid-samba4.so	DYN (Shared object file)
usr/lib/samba/libutil-tdb-samba4.so	library	libutil-tdb-samba4.so	DYN (Shared object file)
usr/lib/samba/libwinbind-client-samba4.so	library	libwinbind-client-samba4.so	DYN (Shared object file)
usr/lib/samba/libwind-samba4.so.0.0.0	library	libwind-samba4.so.0	DYN (Shared object file)
usr/lib/samba/libxattr-tdb-samba4.so	library	libxattr-tdb-samba4.so	DYN (Shared object file)
usr/lib/samba/nss_info/hash.so	library	hash.so	DYN (Shared object file)
usr/lib/samba/vfs/acl_tdb.so	library	acl_tdb.so	DYN (Shared object file)
usr/lib/samba/vfs/acl_xattr.so	library	acl_xattr.so	DYN (Shared object file)
usr/lib/samba/vfs/aio_fork.so	library	aio_fork.so	DYN (Shared object file)
usr/lib/samba/vfs/aio_pthread.so	library	aio_pthread.so	DYN (Shared object file)
usr/lib/samba/vfs/audit.so	library	audit.so	DYN (Shared object file)
usr/lib/samba/vfs/btrfs.so	library	btrfs.so	DYN (Shared object file)
usr/lib/samba/vfs/cap.so	library	cap.so	DYN (Shared object file)
usr/lib/samba/vfs/catia.so	library	catia.so	DYN (Shared object file)
usr/lib/samba/vfs/commit.so	library	commit.so	DYN (Shared object file)
usr/lib/samba/vfs/crossrename.so	library	crossrename.so	DYN (Shared object file)
usr/lib/samba/vfs/default_quota.so	library	default_quota.so	DYN (Shared object file)
usr/lib/samba/vfs/dirsort.so	library	dirsort.so	DYN (Shared object file)
usr/lib/samba/vfs/expand_msdfs.so	library	expand_msdfs.so	DYN (Shared object file)
usr/lib/samba/vfs/extd_audit.so	library	extd_audit.so	DYN (Shared object file)
usr/lib/samba/vfs/fake_perms.so	library	fake_perms.so	DYN (Shared object file)
usr/lib/samba/vfs/fileid.so	library	fileid.so	DYN (Shared object file)
usr/lib/samba/vfs/fruit.so	library	fruit.so	DYN (Shared object file)
usr/lib/samba/vfs/full_audit.so	library	full_audit.so	DYN (Shared object file)
usr/lib/samba/vfs/glusterfs_fuse.so	library	glusterfs_fuse.so	DYN (Shared object file)
usr/lib/samba/vfs/gpfs.so	library	gpfs.so	DYN (Shared object file)
usr/lib/samba/vfs/linux_xfs_sgid.so	library	linux_xfs_sgid.so	DYN (Shared object file)
usr/lib/samba/vfs/media_harmony.so	library	media_harmony.so	DYN (Shared object file)
usr/lib/samba/vfs/offline.so	library	offline.so	DYN (Shared object file)
usr/lib/samba/vfs/preopen.so	library	preopen.so	DYN (Shared object file)
usr/lib/samba/vfs/readahead.so	library	readahead.so	DYN (Shared object file)
usr/lib/samba/vfs/readonly.so	library	readonly.so	DYN (Shared object file)
usr/lib/samba/vfs/recycle.so	library	recycle.so	DYN (Shared object file)
usr/lib/samba/vfs/shadow_copy.so	library	shadow_copy.so	DYN (Shared object file)
usr/lib/samba/vfs/shadow_copy2.so	library	shadow_copy2.so	DYN (Shared object file)
usr/lib/samba/vfs/shell_snap.so	library	shell_snap.so	DYN (Shared object file)
usr/lib/samba/vfs/snapper.so	library	snapper.so	DYN (Shared object file)
usr/lib/samba/vfs/streams_depot.so	library	streams_depot.so	DYN (Shared object file)
usr/lib/samba/vfs/streams_xattr.so	library	streams_xattr.so	DYN (Shared object file)
usr/lib/samba/vfs/syncops.so	library	syncops.so	DYN (Shared object file)
usr/lib/samba/vfs/time_audit.so	library	time_audit.so	DYN (Shared object file)
usr/lib/samba/vfs/unityed_media.so	library	unityed_media.so	DYN (Shared object file)
usr/lib/samba/vfs/virusfilter.so	library	virusfilter.so	DYN (Shared object file)
usr/lib/samba/vfs/widelinks.so	library	widelinks.so	DYN (Shared object file)
usr/lib/samba/vfs/worm.so	library	worm.so	DYN (Shared object file)
usr/lib/samba/vfs/xattr_tdb.so	library	xattr_tdb.so	DYN (Shared object file)
usr/lib/security/pam_access.so	library	pam_access.so	DYN (Shared object file)
usr/lib/security/pam_debug.so	library	pam_debug.so	DYN (Shared object file)
usr/lib/security/pam_deny.so	library	pam_deny.so	DYN (Shared object file)
usr/lib/security/pam_echo.so	library	pam_echo.so	DYN (Shared object file)
usr/lib/security/pam_env.so	library	pam_env.so	DYN (Shared object file)
usr/lib/security/pam_exec.so	library	pam_exec.so	DYN (Shared object file)
usr/lib/security/pam_faildelay.so	library	pam_faildelay.so	DYN (Shared object file)
usr/lib/security/pam_faillock.so	library	pam_faillock.so	DYN (Shared object file)
usr/lib/security/pam_filter.so	library	pam_filter.so	DYN (Shared object file)
usr/lib/security/pam_ftp.so	library	pam_ftp.so	DYN (Shared object file)
usr/lib/security/pam_group.so	library	pam_group.so	DYN (Shared object file)
usr/lib/security/pam_issue.so	library	pam_issue.so	DYN (Shared object file)
usr/lib/security/pam_keyinit.so	library	pam_keyinit.so	DYN (Shared object file)
usr/lib/security/pam_lastlog.so	library	pam_lastlog.so	DYN (Shared object file)
usr/lib/security/pam_limits.so	library	pam_limits.so	DYN (Shared object file)
usr/lib/security/pam_listfile.so	library	pam_listfile.so	DYN (Shared object file)
