# path	class	soname	elf_type
usr/lib/libgnutlsxx.so.28.1.0	library	libgnutlsxx.so.28	DYN (Shared object file)
usr/lib/libgobject-2.0.so.0.6600.8	library	libgobject-2.0.so.0	DYN (Shared object file)
usr/lib/libgomp.so.1.0.0	library	libgomp.so.1	DYN (Shared object file)
usr/lib/libgpg-error.so.0.31.1	library	libgpg-error.so.0	DYN (Shared object file)
usr/lib/libgpm.so.2.1.0	library	libgpm.so.2	DYN (Shared object file)
usr/lib/libgthread-2.0.so.0.6600.8	library	libgthread-2.0.so.0	DYN (Shared object file)
usr/lib/libgudev-1.0.so.0.2.0	library	libgudev-1.0.so.0	DYN (Shared object file)
usr/lib/libhid.so.0.0.0	library	libhid.so.0	DYN (Shared object file)
usr/lib/libhidapi-hidraw.so.0.0.0	library	libhidapi-hidraw.so.0	DYN (Shared object file)
usr/lib/libhidapi-libusb.so.0.0.0	library	libhidapi-libusb.so.0	DYN (Shared object file)
usr/lib/libhistory.so.8.1	library	libhistory.so.8	DYN (Shared object file)
usr/lib/libhogweed.so.6.4	library	libhogweed.so.6	DYN (Shared object file)
usr/lib/libi2c.so.0.1.1	library	libi2c.so.0	DYN (Shared object file)
usr/lib/libid3tag.so.0.3.0	library	libid3tag.so.0	DYN (Shared object file)
usr/lib/libinotifytools.so.0.4.1	library	libinotifytools.so.0	DYN (Shared object file)
usr/lib/libinput.so.10.13.0	library	libinput.so.10	DYN (Shared object file)
usr/lib/libip4tc.so.2.0.0	library	libip4tc.so.2	DYN (Shared object file)
usr/lib/libip6tc.so.2.0.0	library	libip6tc.so.2	DYN (Shared object file)
usr/lib/libiw.so.30	library	libiw.so.30	DYN (Shared object file)
usr/lib/libjack.so.0.0.28	library	libjack.so.0	DYN (Shared object file)
usr/lib/libjim.so.0.79	library	libjim.so.0.79	DYN (Shared object file)
usr/lib/libjpeg.so.8.2.2	library	libjpeg.so.8	DYN (Shared object file)
usr/lib/libjq.so.1.0.4	library	libjq.so.1	DYN (Shared object file)
usr/lib/libkmod.so.2.3.6	library	libkmod.so.2	DYN (Shared object file)
usr/lib/liblftp-jobs.so.0.0.0	library	liblftp-jobs.so.0	DYN (Shared object file)
usr/lib/liblftp-tasks.so.0.0.0	library	liblftp-tasks.so.0	DYN (Shared object file)
usr/lib/liblockfile.so.1.0	library	liblockfile.so.1	DYN (Shared object file)
usr/lib/liblzma.so.5.2.5	library	liblzma.so.5	DYN (Shared object file)
usr/lib/liblzo2.so.2.0.0	library	liblzo2.so.2	DYN (Shared object file)
usr/lib/libm-2.31.so	library	libm.so.6	DYN (Shared object file)
usr/lib/libmagic.so.1.0.0	library	libmagic.so.1	DYN (Shared object file)
usr/lib/libmenuw.so.6.1	library	libmenuw.so.6	DYN (Shared object file)
usr/lib/libmodplug.so.1.0.0	library	libmodplug.so.1	DYN (Shared object file)
usr/lib/libmount.so.1.1.0	library	libmount.so.1	DYN (Shared object file)
usr/lib/libmpg123.so.0.44.12	library	libmpg123.so.0	DYN (Shared object file)
usr/lib/libmtdev.so.1.0.0	library	libmtdev.so.1	DYN (Shared object file)
usr/lib/libncursesw.so.6.1	library	libncursesw.so.6	DYN (Shared object file)
usr/lib/libndr-krb5pac.so.0.0.1	library	libndr-krb5pac.so.0	DYN (Shared object file)
usr/lib/libndr-nbt.so.0.0.1	library	libndr-nbt.so.0	DYN (Shared object file)
usr/lib/libndr-standard.so.0.0.1	library	libndr-standard.so.0	DYN (Shared object file)
usr/lib/libndr.so.1.0.1	library	libndr.so.1	DYN (Shared object file)
usr/lib/libnetapi.so.0	library	libnetapi.so.0	DYN (Shared object file)
usr/lib/libnettle.so.8.4	library	libnettle.so.8	DYN (Shared object file)
usr/lib/libnewt.so.0.52.21	library	libnewt.so.0.52	DYN (Shared object file)
usr/lib/libnl-3.so.200.26.0	library	libnl-3.so.200	DYN (Shared object file)
usr/lib/libnl-genl-3.so.200.26.0	library	libnl-genl-3.so.200	DYN (Shared object file)
usr/lib/libnl-idiag-3.so.200.26.0	library	libnl-idiag-3.so.200	DYN (Shared object file)
usr/lib/libnl-nf-3.so.200.26.0	library	libnl-nf-3.so.200	DYN (Shared object file)
usr/lib/libnl-route-3.so.200.26.0	library	libnl-route-3.so.200	DYN (Shared object file)
usr/lib/libnl-xfrm-3.so.200.26.0	library	libnl-xfrm-3.so.200	DYN (Shared object file)
usr/lib/libnsl-2.31.so	library	libnsl.so.1	DYN (Shared object file)
usr/lib/libnss_dns-2.31.so	library	libnss_dns.so.2	DYN (Shared object file)
usr/lib/libnss_files-2.31.so	library	libnss_files.so.2	DYN (Shared object file)
usr/lib/libnss_winbind.so.2	library	libnss_winbind.so.2	DYN (Shared object file)
usr/lib/libnss_wins.so.2	library	libnss_wins.so.2	DYN (Shared object file)
usr/lib/libntfs-3g.so.88.0.0	library	libntfs-3g.so.88	DYN (Shared object file)
usr/lib/libogg.so.0.8.4	library	libogg.so.0	DYN (Shared object file)
usr/lib/libout123.so.0.2.2	library	libout123.so.0	DYN (Shared object file)
usr/lib/libpam.so.0.85.1	library	libpam.so.0	DYN (Shared object file)
usr/lib/libpam_misc.so.0.82.1	library	libpam_misc.so.0	DYN (Shared object file)
usr/lib/libpamc.so.0.82.1	library	libpamc.so.0	DYN (Shared object file)
usr/lib/libpanelw.so.6.1	library	libpanelw.so.6	DYN (Shared object file)
usr/lib/libparted-fs-resize.so.0.0.2	library	libparted-fs-resize.so.0	DYN (Shared object file)
usr/lib/libparted.so.2.0.2	library	libparted.so.2	DYN (Shared object file)
usr/lib/libpcre.so.1.2.12	library	libpcre.so.1	DYN (Shared object file)
usr/lib/libpcrecpp.so.0.0.2	library	libpcrecpp.so.0	DYN (Shared object file)
usr/lib/libpcreposix.so.0.0.7	library	libpcreposix.so.0	DYN (Shared object file)
usr/lib/libpng16.so.16.37.0	library	libpng16.so.16	DYN (Shared object file)
usr/lib/libpopt.so.0.0.1	library	libpopt.so.0	DYN (Shared object file)
usr/lib/libpsx.so.2.48	library	libpsx.so.2	DYN (Shared object file)
usr/lib/libpthread-2.31.so	library	libpthread.so.0	DYN (Shared object file)
usr/lib/libpthsem.so.20.0.28	library	libpthsem.so.20	DYN (Shared object file)
usr/lib/libpython3.9.so.1.0	library	libpython3.9.so.1.0	DYN (Shared object file)
usr/lib/libpython3.so	library	libpython3.so	DYN (Shared object file)
usr/lib/libreadline.so.8.1	library	libreadline.so.8	DYN (Shared object file)
usr/lib/libresolv-2.31.so	library	libresolv.so.2	DYN (Shared object file)
usr/lib/librt-2.31.so	library	librt.so.1	DYN (Shared object file)
usr/lib/libsamba-credentials.so.1.0.0	library	libsamba-credentials.so.1	DYN (Shared object file)
usr/lib/libsamba-errors.so.1	library	libsamba-errors.so.1	DYN (Shared object file)
usr/lib/libsamba-hostconfig.so.0.0.1	library	libsamba-hostconfig.so.0	DYN (Shared object file)
usr/lib/libsamba-passdb.so.0.28.0	library	libsamba-passdb.so.0	DYN (Shared object file)
usr/lib/libsamba-policy.cpython-39-x86-64-linux-gnu.so.0.0.1	library	libsamba-policy.cpython-39-x86-64-linux-gnu.so.0	DYN (Shared object file)
usr/lib/libsamba-util.so.0.0.1	library	libsamba-util.so.0	DYN (Shared object file)
usr/lib/libsamdb.so.0.0.1	library	libsamdb.so.0	DYN (Shared object file)
usr/lib/libslang.so.2.3.2	library	libslang.so.2	DYN (Shared object file)
usr/lib/libsmartcols.so.1.1.0	library	libsmartcols.so.1	DYN (Shared object file)
usr/lib/libsmbclient.so.0.7.0	library	libsmbclient.so.0	DYN (Shared object file)
usr/lib/libsmbconf.so.0	library	libsmbconf.so.0	DYN (Shared object file)
usr/lib/libss.so.2.0	library	libss.so.2	DYN (Shared object file)
usr/lib/libssh.so.4.8.6	library	libssh.so.4	DYN (Shared object file)
usr/lib/libssh2.so.1.0.1	library	libssh2.so.1	DYN (Shared object file)
usr/lib/libssl.so.1.1	library	libssl.so.1.1	DYN (Shared object file)
usr/lib/libstdc++.so.6.0.28	library	libstdc++.so.6	DYN (Shared object file)
usr/lib/libtasn1.so.6.6.1	library	libtasn1.so.6	DYN (Shared object file)
usr/lib/libtevent-util.so.0.0.1	library	libtevent-util.so.0	DYN (Shared object file)
usr/lib/libthread_db-1.0.so	library	libthread_db.so.1	DYN (Shared object file)
usr/lib/libtiff.so.5.6.0	library	libtiff.so.5	DYN (Shared object file)
usr/lib/libtorrent.so.21.0.0	library	libtorrent.so.21	DYN (Shared object file)
usr/lib/libturbojpeg.so.0.2.0	library	libturbojpeg.so.0	DYN (Shared object file)
usr/lib/libudev.so.1.6.3	library	libudev.so.1	DYN (Shared object file)
usr/lib/libusb-0.1.so.4.4.4	library	libusb-0.1.so.4	DYN (Shared object file)
usr/lib/libusb-1.0.so.0.3.0	library	libusb-1.0.so.0	DYN (Shared object file)
usr/lib/libutil-2.31.so	library	libutil.so.1	DYN (Shared object file)
usr/lib/libuuid.so.1.3.0	library	libuuid.so.1	DYN (Shared object file)
usr/lib/libvorbis.so.0.4.9	library	libvorbis.so.0	DYN (Shared object file)
usr/lib/libvorbisenc.so.2.0.12	library	libvorbisenc.so.2	DYN (Shared object file)
usr/lib/libvorbisfile.so.3.3.8	library	libvorbisfile.so.3	DYN (Shared object file)
usr/lib/libwbclient.so.0.15	library	libwbclient.so.0	DYN (Shared object file)
usr/lib/libwpa_client.so	plugin	-	DYN (Shared object file)
usr/lib/libxkbcommon.so.0.0.0	library	libxkbcommon.so.0	DYN (Shared object file)
usr/lib/libxml2.so.2.9.12	library	libxml2.so.2	DYN (Shared object file)
usr/lib/libxtables.so.12.3.0	library	libxtables.so.12	DYN (Shared object file)
usr/lib/libz.so.1.2.11	library	libz.so.1	DYN (Shared object file)
usr/lib/mpg123/output_alsa.so	library	output_alsa.so	DYN (Shared object file)
usr/lib/mpg123/output_dummy.so	library	output_dummy.so	DYN (Shared object file)
usr/lib/mpg123/output_oss.so	library	output_oss.so	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/B/B.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Compress/Raw/Bzip2/Bzip2.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Compress/Raw/Zlib/Zlib.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Cwd/Cwd.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Data/Dumper/Dumper.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Devel/Peek/Peek.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Digest/MD5/MD5.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Digest/SHA/SHA.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/Byte/Byte.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/CN/CN.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/EBCDIC/EBCDIC.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/Encode.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/JP/JP.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/KR/KR.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/Symbol/Symbol.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/TW/TW.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Encode/Unicode/Unicode.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Fcntl/Fcntl.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/File/DosGlob/DosGlob.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/File/Glob/Glob.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Filter/Util/Call/Call.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Hash/Util/FieldHash/FieldHash.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Hash/Util/Util.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/I18N/Langinfo/Langinfo.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/IO/IO.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/IPC/SysV/SysV.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/List/Util/Util.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/MIME/Base64/Base64.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Math/BigInt/FastCalc/FastCalc.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Opcode/Opcode.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/POSIX/POSIX.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/PerlIO/encoding/encoding.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/PerlIO/mmap/mmap.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/PerlIO/scalar/scalar.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/PerlIO/via/via.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/SDBM_File/SDBM_File.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Socket/Socket.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Storable/Storable.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Sys/Hostname/Hostname.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Sys/Syslog/Syslog.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Time/HiRes/HiRes.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Time/Piece/Piece.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Unicode/Collate/Collate.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/Unicode/Normalize/Normalize.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/attributes/attributes.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/mro/mro.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/re/re.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/threads/shared/shared.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/5.32.1/arm-linux/auto/threads/threads.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/site_perl/5.32.1/arm-linux/auto/Crypt/OpenSSL/RSA/RSA.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/site_perl/5.32.1/arm-linux/auto/Crypt/OpenSSL/Random/Random.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/site_perl/5.32.1/arm-linux/auto/Digest/SHA1/SHA1.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/site_perl/5.32.1/arm-linux/auto/Encode/Detect/Detector/Detector.so	plugin	-	DYN (Shared object file)
usr/lib/perl5/site_perl/5.32.1/arm-linux/auto/XML/LibXML/LibXML.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/minconn.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/openl2tp.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/passprompt.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/passwordfd.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/pppoatm.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/pppol2tp.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/rp-pppoe.so	plugin	-	DYN (Shared object file)
usr/lib/pppd/2.4.8/winbind.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_asyncio.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_bisect.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_blake2.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_bz2.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_contextvars.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_crypt.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_csv.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_ctypes.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_ctypes_test.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_curses.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_curses_panel.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_datetime.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_elementtree.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_hashlib.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_heapq.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_json.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_lsprof.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_lzma.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_md5.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_multibytecodec.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_multiprocessing.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_opcode.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_pickle.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_posixshmem.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_posixsubprocess.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_queue.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_random.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_sha1.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_sha256.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_sha3.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_sha512.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_socket.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_ssl.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_statistics.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_struct.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_testbuffer.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_testcapi.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_testimportmultiple.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_testinternalcapi.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_testmultiphase.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_xxsubinterpreters.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_xxtestfuzz.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/_zoneinfo.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/array.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/audioop.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/binascii.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/cmath.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/fcntl.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/grp.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/math.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/mmap.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/parser.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/pyexpat.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/readline.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/resource.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/select.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/spwd.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/syslog.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/termios.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/unicodedata.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/xxlimited.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/lib-dynload/zlib.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/site-packages/_cffi_backend.cpython-39-arm-linux-gnueabihf.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/site-packages/_dbus_bindings.so	library	_dbus_bindings.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/_dbus_glib_bindings.so	library	_dbus_glib_bindings.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/_tevent.cpython-39-x86_64-linux-gnu.so	library	_tevent.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/cryptography/hazmat/bindings/_openssl.abi3.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/site-packages/cryptography/hazmat/bindings/_padding.abi3.so	plugin	-	DYN (Shared object file)
usr/lib/python3.9/site-packages/gi/_gi.cpython-39-arm-linux-gnueabihf.so	library	_gi.cpython-39-arm-linux-gnueabihf.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/kmod/_util.so	library	_util.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/kmod/kmod.so	library	kmod.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/kmod/list.so	library	list.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/kmod/module.so	library	module.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/ldb.cpython-39-x86_64-linux-gnu.so	library	ldb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/libmount/pylibmount.so	library	pylibmount.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/_glue.cpython-39-x86_64-linux-gnu.so	library	samba/_glue.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/_ldb.cpython-39-x86_64-linux-gnu.so	library	samba/_ldb.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/auth.cpython-39-x86_64-linux-gnu.so	library	samba/auth.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/credentials.cpython-39-x86_64-linux-gnu.so	library	samba/credentials.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/crypto.cpython-39-x86_64-linux-gnu.so	library	samba/crypto.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/atsvc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/atsvc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/auth.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/auth.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/base.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/base.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/dcerpc.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/dcerpc.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/dfs.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/dfs.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
usr/lib/python3.9/site-packages/samba/dcerpc/dns.cpython-39-x86_64-linux-gnu.so	library	samba/dcerpc/dns.cpython-39-x86_64-linux-gnu.so	DYN (Shared object file)
