# path	elf_type	interp	needed (comma-separated)
usr/libexec/xkbcommon/xkbcli-interactive-evdev	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libxkbcommon.so.0
usr/sbin/addpart	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/agetty	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/alsactl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/sbin/arp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/arping	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2
usr/sbin/badblocks	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2
usr/sbin/blkdiscard	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,librt.so.1
usr/sbin/blkid	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6
usr/sbin/blkzone	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/blockdev	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/bridge	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2
usr/sbin/cfdisk	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libfdisk.so.1,libmount.so.1,libncursesw.so.6,librt.so.1,libsmartcols.so.1,libuuid.so.1
usr/sbin/chat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/chcpu	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/ctdbd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-util.so.0,libsocket-blocking-samba4.so,libsys-rw-samba4.so,libtalloc-report-samba4.so,libtalloc.so.2,libtdb-wrap-samba4.so,libtdb.so.1,libtevent-util.so.0,libtevent.so.0,libtime-basic-samba4.so
usr/sbin/ctrlaltdel	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/delpart	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/dhcpcd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2
usr/sbin/dumpe2fs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libcom_err.so.2,libdl.so.2,libe2p.so.2,libext2fs.so.2,libuuid.so.1
usr/sbin/e2freefrag	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2
usr/sbin/e2fsck	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libcom_err.so.2,libdl.so.2,libe2p.so.2,libext2fs.so.2,libuuid.so.1
usr/sbin/e2undo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2
usr/sbin/e4crypt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2,libuuid.so.1
usr/sbin/e4defrag	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2
usr/sbin/eeprog	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/ethtool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/sbin/eventlogadm	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libCHARSET3-samba4.so,libc.so.6,libndr.so.1,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-security-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsmbconf.so.0,libtalloc.so.2,libtdb.so.1,libutil-reg-samba4.so,libutil-tdb-samba4.so
usr/sbin/faillock	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpam.so.0
usr/sbin/fatlabel	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/fdisk	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libfdisk.so.1,libncursesw.so.6,libreadline.so.8,libsmartcols.so.1,libuuid.so.1
usr/sbin/filefrag	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/findfs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6
usr/sbin/fluidsynth	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libfluidsynth.so.3,libpthread.so.0
usr/sbin/fping	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/fsck	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1
usr/sbin/fsck.exfat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/fsck.fat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/fsfreeze	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/fstrim	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1
usr/sbin/genl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libdl.so.2,libm.so.6
usr/sbin/gpm	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/sbin/hwclock	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,librt.so.1
usr/sbin/i2cdetect	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/i2cdump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/i2cget	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/i2cset	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/i2ctransfer	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libi2c.so.0
usr/sbin/ifconfig	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/ifstat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libm.so.6
usr/sbin/ifup	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/ip	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libdl.so.2
usr/sbin/ipmaddr	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/iptunnel	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/iw	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libnl-3.so.200,libnl-genl-3.so.200
usr/sbin/iwconfig	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/sbin/ldattach	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/lnstat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2
usr/sbin/logsave	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/lshw	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgcc_s.so.1,libresolv.so.2,libstdc++.so.6
usr/sbin/midilink	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libm.so.6,libpthread.so.0
usr/sbin/mii-tool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/mke2fs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libcom_err.so.2,libdl.so.2,libe2p.so.2,libext2fs.so.2,libuuid.so.1
usr/sbin/mkfs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/mkfs.exfat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/mkfs.fat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libudev.so.1
usr/sbin/mkhomedir_helper	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpam.so.0
usr/sbin/mklost+found	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/mkntfs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88,libuuid.so.1
usr/sbin/mkswap	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libuuid.so.1
usr/sbin/mlinkutil	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/mt32d	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libasound.so.2,libc.so.6,libgcc_s.so.1,libm.so.6,libpthread.so.0,libstdc++.so.6
usr/sbin/nameif	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/nmbd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libCHARSET3-samba4.so,libc.so.6,libcli-cldap-samba4.so,libcli-nbt-samba4.so,libcli-smb-common-samba4.so,libgse-samba4.so,liblibsmb-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsmbconf.so.0,libsocket-blocking-samba4.so,libsys-rw-samba4.so,libtalloc.so.2,libtdb.so.1,libtevent.so.0,libutil-tdb-samba4.so
usr/sbin/nologin	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/nstat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libm.so.6
usr/sbin/ntfsclone	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/sbin/ntfscp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/sbin/ntfslabel	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/sbin/ntfsresize	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/sbin/ntfsundelete	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libntfs-3g.so.88
usr/sbin/ntpd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libatomic.so.1,libc.so.6,libcap.so.2,libcrypto.so.1.1,libdl.so.2,libm.so.6,libpthread.so.0,libssl.so.1.1
usr/sbin/pam_timestamp_check	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpam.so.0
usr/sbin/parted	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6,libparted.so.2,libreadline.so.8
usr/sbin/partprobe	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libncursesw.so.6,libparted.so.2,libreadline.so.8,libuuid.so.1
usr/sbin/partx	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libsmartcols.so.1
usr/sbin/plipconfig	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/pppd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1,libcrypto.so.1.1,libdl.so.2,libutil.so.1
usr/sbin/pppdump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/pppoe-discovery	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/pppstats	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/proftpd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1,libdl.so.2,libpam.so.0
usr/sbin/pwhistory_helper	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1
usr/sbin/rarp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/raw	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/rdisc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/readprofile	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/resizepart	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/route	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/rtacct	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libm.so.6
usr/sbin/rtcwake	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/rtmon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libdl.so.2
usr/sbin/sfdisk	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libfdisk.so.1,libncursesw.so.6,libreadline.so.8,libsmartcols.so.1,libuuid.so.1
usr/sbin/slattach	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/smbd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libauth-samba4.so,libc.so.6,libcliauth-samba4.so,libdcerpc-binding.so.0,libdcerpc-server-core.so.0,libgenrand-samba4.so,libglib-2.0.so.0,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libsamba-cluster-support-samba4.so,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-passdb.so.0,libsamba-util.so.0,libsamba3-util-samba4.so,libsecrets3-samba4.so,libsmbconf.so.0,libsmbd-base-samba4.so,libsmbd-shim-samba4.so,libsocket-blocking-samba4.so,libsys-rw-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0,libutil-tdb-samba4.so
usr/sbin/ss	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2
usr/sbin/sshd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcrypt.so.1,libcrypto.so.1.1,libdl.so.2,libpam.so.0,libresolv.so.2,libssl.so.1.1,libutil.so.1,libz.so.1
usr/sbin/start-stop-daemon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/sudo_logsrvd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdl.so.2,libpthread.so.0,libsudo_util.so.0,libz.so.1
usr/sbin/sudo_sendlog	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdl.so.2,libpthread.so.0,libsudo_util.so.0,libz.so.1
usr/sbin/swaplabel	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libuuid.so.1
usr/sbin/swapoff	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1
usr/sbin/swapon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1,libsmartcols.so.1
usr/sbin/switch_root	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/tc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libdl.so.2,libm.so.6,libxtables.so.12
usr/sbin/tune.exfat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/sbin/tune2fs	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libcom_err.so.2,libdl.so.2,libe2p.so.2,libext2fs.so.2,libuuid.so.1
usr/sbin/udevd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libblkid.so.1,libc.so.6,libcrypto.so.1.1,libkmod.so.2,liblzma.so.5,libpthread.so.0,libz.so.1
usr/sbin/unix_chkpwd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1
usr/sbin/unix_update	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypt.so.1
usr/sbin/usb_modeswitch	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libusb-1.0.so.0
usr/sbin/usb_modeswitch_dispatcher	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libjim.so.0.79
usr/sbin/visudo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdl.so.2,libpthread.so.0,libsudo_util.so.0
usr/sbin/winbindd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libMESSAGING-samba4.so,libads-samba4.so,libauth-samba4.so,libauthkrb5-samba4.so,libc.so.6,libcli-smb-common-samba4.so,libcliauth-samba4.so,libcom_err-samba4.so.0,libcommon-auth-samba4.so,libdbwrap-samba4.so,libdcerpc-binding.so.0,libdcerpc-samba-samba4.so,libdcerpc-samba4.so,libdcerpc-server-core.so.0,libgenrand-samba4.so,libgensec-samba4.so,libgnutls.so.30,libgse-samba4.so,libidmap-samba4.so,libkrb5-samba4.so.26,libkrb5samba-samba4.so,liblibcli-lsa3-samba4.so,liblibcli-netlogon3-samba4.so,liblibsmb-samba4.so,libmsrpc3-samba4.so,libndr-samba-samba4.so,libndr-samba4.so,libndr-standard.so.0,libndr.so.1,libnpa-tstream-samba4.so,libnss-info-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-modules-samba4.so,libsamba-passdb.so.0,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsamba3-util-samba4.so,libsamdb-common-samba4.so,libsecrets3-samba4.so,libsmbconf.so.0,libsmbd-shim-samba4.so,libsocket-blocking-samba4.so,libsys-rw-samba4.so,libtalloc.so.2,libtdb.so.1,libtevent-util.so.0,libtevent.so.0,libtime-basic-samba4.so,libtrusts-util-samba4.so,libutil-tdb-samba4.so
usr/sbin/wpa_cli	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libncursesw.so.6,libreadline.so.8,librt.so.1,libssl.so.1.1
usr/sbin/wpa_passphrase	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libdbus-1.so.3,libdl.so.2,libnl-3.so.200,libnl-genl-3.so.200,librt.so.1,libssl.so.1.1
usr/sbin/wpa_supplicant	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libdbus-1.so.3,libdl.so.2,libnl-3.so.200,libnl-genl-3.so.200,librt.so.1,libssl.so.1.1
usr/sbin/xtables-legacy-multi	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libip4tc.so.2,libip6tc.so.2,libm.so.6,libxtables.so.12
