# path	elf_type	interp	needed (comma-separated)
EXTRA:work/extracted/files/MiSTer	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libImlib2.so.1,libbluetooth.so.3,libbz2.so.1.0,libc.so.6,libfreetype.so.6,libgcc_s.so.1,libm.so.6,libpng16.so.16,libpthread.so.0,librt.so.1,libstdc++.so.6,libz.so.1
libexec/rmt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/7zr	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgcc_s.so.1,libm.so.6,libpthread.so.0,libstdc++.so.6
usr/bin/aconnect	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/adplay	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libadplug.so,libao.so.4,libasound.so.2,libbinio.so,libc.so.6,libdl.so.2,libgcc_s.so.1,libm.so.6,libstdc++.so.6
usr/bin/alsabat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/alsaloop	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/alsamixer	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libformw.so.6,libm.so.6,libmenuw.so.6,libncursesw.so.6,libpanelw.so.6,libpthread.so.0
usr/bin/alsatplg	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libatopology.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/alsaucm	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/amidi	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/amixer	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/aplay	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0,librt.so.1
usr/bin/aplaymidi	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/archivemount	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libarchive.so.13,libc.so.6,libfuse.so.2,libpthread.so.0
usr/bin/arecord	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0,librt.so.1
usr/bin/arecordmidi	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/aseqdump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/aseqnet	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/aserver	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0,librt.so.1
usr/bin/asn1Coding	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libtasn1.so.6
usr/bin/asn1Decoding	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libtasn1.so.6
usr/bin/asn1Parser	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libtasn1.so.6
usr/bin/bash	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libhistory.so.8,libncursesw.so.6,libreadline.so.8
usr/bin/bluemoon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/bluetoothctl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3,libglib-2.0.so.0,libpthread.so.0,libreadline.so.8
usr/bin/bt-adapter	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/bt-agent	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/bt-device	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/bt-network	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/bt-obex	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0,libreadline.so.8
usr/bin/btattach	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/btmgmt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libreadline.so.8
usr/bin/btmon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libudev.so.1
usr/bin/bunzip2	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/busybox	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libpam.so.0,libpam_misc.so.0,libresolv.so.2
usr/bin/bzcat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/bzip2	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/bzip2recover	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/captest	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap-ng.so.0
usr/bin/chattr	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libe2p.so.2
usr/bin/choom	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/chrt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/chvt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/cifsdd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcli-cldap-samba4.so,libcli-ldap-samba4.so,libcli-smb-common-samba4.so,libcliauth-samba4.so,libcmdline-credentials-samba4.so,libevents-samba4.so,libgensec-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsmbclient-raw-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0
usr/bin/ciptool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/clear	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/clockdiff	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2
usr/bin/col	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/colcrt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/colrm	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/column	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/convert-dtsv0	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/coreutils	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap.so.2,libcrypto.so.1.1,libgmp.so.10,libpthread.so.0,librt.so.1
usr/bin/cpuload	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/ctdb	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-debug-samba4.so,libsamba-util.so.0,libsocket-blocking-samba4.so,libsys-rw-samba4.so,libtalloc.so.2,libtdb-wrap-samba4.so,libtdb.so.1,libtevent-util.so.0,libtevent.so.0,libtime-basic-samba4.so
usr/bin/curl	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libcurl.so.4,libpthread.so.0,libssl.so.1.1,libz.so.1
usr/bin/cvtsudoers	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdl.so.2,libpthread.so.0,libsudo_util.so.0
usr/bin/dash	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/dbus-binding-tool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3,libdbus-glib-1.so.2,libexpat.so.1,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0,libpthread.so.0
usr/bin/dbus-cleanup-sockets	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/dbus-daemon	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3,libexpat.so.1,libpthread.so.0
usr/bin/dbus-launch	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-monitor	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-run-session	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-send	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-test-tool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-triggerd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-update-activation-environment	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbus-uuidgen	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3
usr/bin/dbusxx-introspect	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdbus-1.so.3,libdbus-c++-1.so.0,libgcc_s.so.1,libm.so.6,libpthread.so.0,libstdc++.so.6
usr/bin/dbusxx-xml2cpp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libexpat.so.1,libgcc_s.so.1,libm.so.6,libstdc++.so.6
usr/bin/dbwrap_tool	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libdbwrap-samba4.so,libpopt-samba3-samba4.so,libpopt.so.0,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-util.so.0,libsmbconf.so.0,libtalloc.so.2,libutil-tdb-samba4.so
usr/bin/deallocvt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/dialog	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libncursesw.so.6
usr/bin/disable-paste	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgpm.so.2
usr/bin/dmesg	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6,librt.so.1
usr/bin/dos2unix	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/dtc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/dumpkeys	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/dumpsexp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/e2cp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libext2fs.so.2,libpthread.so.0
usr/bin/ed	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/edid-decode	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgcc_s.so.1,libm.so.6,libstdc++.so.6
usr/bin/em	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/evdev-joystick	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/fbgrab	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libpng16.so.16,libz.so.1
usr/bin/fbv	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgif.so.7,libjpeg.so.8,libpng16.so.16
usr/bin/fdtdump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/fdtget	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libfdt.so.1
usr/bin/fdtoverlay	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libfdt.so.1
usr/bin/fdtput	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libfdt.so.1
usr/bin/ffcfstress	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/bin/ffmvforce	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libSDL2-2.0.so.0,libc.so.6,libm.so.6
usr/bin/ffset	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/fftest	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/fgconsole	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/filan	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,librt.so.1,libssl.so.1.1,libutil.so.1
usr/bin/file	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libbz2.so.1.0,libc.so.6,liblzma.so.5,libmagic.so.1,libz.so.1
usr/bin/filecap	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcap-ng.so.0
usr/bin/fincore	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/find	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/bin/findmnt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1,libsmartcols.so.1,libudev.so.1
usr/bin/flock	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/fpga	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/ftop	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/g-ir-compiler	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libffi.so.7,libgio-2.0.so.0,libgirepository-1.0.so.1,libglib-2.0.so.0,libm.so.6,libpthread.so.0
usr/bin/g-ir-generate	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgirepository-1.0.so.1,libglib-2.0.so.0,libpthread.so.0
usr/bin/g-ir-inspect	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgirepository-1.0.so.1,libglib-2.0.so.0
usr/bin/gapplication	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/gatttool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libglib-2.0.so.0,libreadline.so.8
usr/bin/gdb	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libexpat.so.1,libgcc_s.so.1,liblzma.so.5,libm.so.6,libncursesw.so.6,libpthread.so.0,libpython3.9.so.1.0,libstdc++.so.6,libutil.so.1
usr/bin/gdbserver	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libgcc_s.so.1,libm.so.6,libpthread.so.0,libstdc++.so.6
usr/bin/gdbus	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/gentest	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcli-cldap-samba4.so,libcli-ldap-samba4.so,libcli-smb-common-samba4.so,libcliauth-samba4.so,libcmdline-credentials-samba4.so,libevents-samba4.so,libgensec-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsmbclient-raw-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0
usr/bin/get-edid	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/getkeycodes	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/getopt	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/gio	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/gio-querymodules	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libglib-2.0.so.0,libgmodule-2.0.so.0,libgobject-2.0.so.0
usr/bin/gpg-error	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgpg-error.so.0
usr/bin/gpm-root	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgpm.so.2
usr/bin/gresource	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0
usr/bin/gsettings	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libgio-2.0.so.0,libglib-2.0.so.0,libgobject-2.0.so.0
usr/bin/gzip	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hciattach	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hciconfig	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hcidump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hcitool	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libudev.so.1
usr/bin/hex2hcd	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hexdump	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/hmac256	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/hostname	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/htop	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libm.so.6,libncursesw.so.6
usr/bin/iecset	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libasound.so.2,libc.so.6,libdl.so.2,libm.so.6,libpthread.so.0
usr/bin/imlib2_conv	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libImlib2.so.1,libbz2.so.1.0,libc.so.6,libdl.so.2,libfreetype.so.6,libm.so.6,libpng16.so.16,libz.so.1
usr/bin/imlib2_load	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libImlib2.so.1,libbz2.so.1.0,libc.so.6,libdl.so.2,libfreetype.so.6,libm.so.6,libpng16.so.16,libz.so.1
usr/bin/infocmp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/inotifywait	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libinotifytools.so.0
usr/bin/inotifywatch	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libinotifytools.so.0
usr/bin/inputattach	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/bin/ionice	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/iostat	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/ipcmk	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6
usr/bin/irqtop	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6,librt.so.1,libsmartcols.so.1
usr/bin/isosize	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/jimsh	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libjim.so.0.79
usr/bin/joe	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6,libncursesw.so.6,libutil.so.1
usr/bin/jq	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libjq.so.1,libm.so.6,libpthread.so.0
usr/bin/jscal	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libm.so.6
usr/bin/jstest	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/kbd_mode	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/kbdinfo	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/kbdrate	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/kill	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/kmod	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,liblzma.so.5,libpthread.so.0,libz.so.1
usr/bin/l2ping	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/l2test	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/ldbadd	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libtalloc.so.2
usr/bin/ldbdel	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libtalloc.so.2
usr/bin/ldbedit	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libpthread.so.0,libtalloc.so.2
usr/bin/ldbmodify	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libtalloc.so.2
usr/bin/ldbrename	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libtalloc.so.2
usr/bin/ldbsearch	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libldb-cmdline-samba4.so,libldb.so.2,libtalloc.so.2
usr/bin/less	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libncursesw.so.6
usr/bin/lftp	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcrypto.so.1.1,libdl.so.2,libgcc_s.so.1,liblftp-jobs.so.0,liblftp-tasks.so.0,libm.so.6,libncursesw.so.6,libreadline.so.8,libstdc++.so.6,libutil.so.1
usr/bin/libevdev-tweak-device	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libevdev.so.2
usr/bin/libhid-detach-device	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libhid.so.0,libusb-0.1.so.4
usr/bin/libinput	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libevdev.so.2,libinput.so.10,libudev.so.1
usr/bin/loadkeys	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/loadunimap	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,librt.so.1
usr/bin/locate	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/lockfile-check	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/lockfile-create	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/lockfile-remove	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/lockfile-touch	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblockfile.so.1
usr/bin/locktest	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libcli-cldap-samba4.so,libcli-ldap-samba4.so,libcli-smb-common-samba4.so,libcliauth-samba4.so,libcmdline-credentials-samba4.so,libevents-samba4.so,libgensec-samba4.so,libndr-nbt.so.0,libndr.so.1,libpopt.so.0,libpthread.so.0,libreplace-samba4.so,libsamba-credentials.so.1,libsamba-debug-samba4.so,libsamba-errors.so.1,libsamba-hostconfig.so.0,libsamba-security-samba4.so,libsamba-sockets-samba4.so,libsamba-util.so.0,libsmbclient-raw-samba4.so,libtalloc.so.2,libtevent-util.so.0,libtevent.so.0
usr/bin/look	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6
usr/bin/lowntfs-3g	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libdl.so.2,libntfs-3g.so.88,libpthread.so.0
usr/bin/lsattr	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libcom_err.so.2,libe2p.so.2
usr/bin/lsblk	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1,libsmartcols.so.1,libudev.so.1
usr/bin/lscpu	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/lsipc	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/lsirq	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libsmartcols.so.1
usr/bin/lslocks	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1,libsmartcols.so.1
usr/bin/lsns	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libblkid.so.1,libc.so.6,libmount.so.1,librt.so.1,libsmartcols.so.1
usr/bin/lsusb	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,libudev.so.1,libusb-1.0.so.0
usr/bin/ltdbtool	DYN (Position-Independent Executable file)	/lib/ld-linux-armhf.so.3	ld-linux-armhf.so.3,libc.so.6,libpthread.so.0,libtdb.so.1
usr/bin/lzmadec	EXEC (Executable file)	/lib/ld-linux-armhf.so.3	libc.so.6,liblzma.so.5,libpthread.so.0
